Date,Close
2022-02-21 00:00:00+00:00,27271.017578125
2022-02-22 00:00:00+00:00,28175.376953125
2022-02-23 00:00:00+00:00,27535.23828125
2022-02-24 00:00:00+00:00,28667.158203125
2022-02-25 00:00:00+00:00,29247.96484375
2022-02-26 00:00:00+00:00,29166.61328125
2022-02-27 00:00:00+00:00,28200.28125
2022-02-28 00:00:00+00:00,32180.73046875
2022-03-01 00:00:00+00:00,33260.2109375
2022-03-02 00:00:00+00:00,32787.46484375
2022-03-03 00:00:00+00:00,31797.791015625
2022-03-04 00:00:00+00:00,29588.068359375
2022-03-05 00:00:00+00:00,29786.880859375
2022-03-06 00:00:00+00:00,29080.162109375
2022-03-07 00:00:00+00:00,29024.666015625
2022-03-08 00:00:00+00:00,29573.541015625
2022-03-09 00:00:00+00:00,31841.65625
2022-03-10 00:00:00+00:00,30099.0234375
2022-03-11 00:00:00+00:00,29775.296875
2022-03-12 00:00:00+00:00,29837.783203125
2022-03-13 00:00:00+00:00,29004.4609375
2022-03-14 00:00:00+00:00,30490.009765625
2022-03-15 00:00:00+00:00,30157.939453125
2022-03-16 00:00:00+00:00,31310.32421875
2022-03-17 00:00:00+00:00,31121.4921875
2022-03-18 00:00:00+00:00,31713.19921875
2022-03-19 00:00:00+00:00,32008.69921875
2022-03-20 00:00:00+00:00,31344.302734375
2022-03-21 00:00:00+00:00,31192.4140625
2022-03-22 00:00:00+00:00,31930.02734375
2022-03-23 00:00:00+00:00,32480.8203125
2022-03-24 00:00:00+00:00,33318.2109375
2022-03-25 00:00:00+00:00,33622.9921875
2022-03-26 00:00:00+00:00,33737.01171875
2022-03-27 00:00:00+00:00,35542.41796875
2022-03-28 00:00:00+00:00,35977.1875
2022-03-29 00:00:00+00:00,36252.8515625
2022-03-30 00:00:00+00:00,35822.921875
2022-03-31 00:00:00+00:00,34639.94921875
2022-04-01 00:00:00+00:00,35292.06640625
2022-04-02 00:00:00+00:00,34975.76171875
2022-04-03 00:00:00+00:00,35448.16015625
2022-04-04 00:00:00+00:00,35555.2890625
2022-04-05 00:00:00+00:00,34837.078125
2022-04-06 00:00:00+00:00,33059.6796875
2022-04-07 00:00:00+00:00,33287.62109375
2022-04-08 00:00:00+00:00,32440.642578125
2022-04-09 00:00:00+00:00,32819.97265625
2022-04-10 00:00:00+00:00,32392.69921875
2022-04-11 00:00:00+00:00,30348.1171875
2022-04-12 00:00:00+00:00,30861.775390625
2022-04-13 00:00:00+00:00,31380.0
2022-04-14 00:00:00+00:00,30562.37109375
2022-04-15 00:00:00+00:00,31051.666015625
2022-04-16 00:00:00+00:00,30952.90625
2022-04-17 00:00:00+00:00,30420.208984375
2022-04-18 00:00:00+00:00,31382.580078125
2022-04-19 00:00:00+00:00,31893.287109375
2022-04-20 00:00:00+00:00,31663.2734375
2022-04-21 00:00:00+00:00,31116.220703125
2022-04-22 00:00:00+00:00,30951.62890625
2022-04-23 00:00:00+00:00,30754.12109375
2022-04-24 00:00:00+00:00,30767.26171875
2022-04-25 00:00:00+00:00,31762.0390625
2022-04-26 00:00:00+00:00,30296.1015625
2022-04-27 00:00:00+00:00,31293.185546875
2022-04-28 00:00:00+00:00,31908.5546875
2022-04-29 00:00:00+00:00,30724.771484375
2022-04-30 00:00:00+00:00,29995.544921875
2022-05-01 00:00:00+00:00,30606.318359375
2022-05-02 00:00:00+00:00,30824.271484375
2022-05-03 00:00:00+00:00,30203.759765625
2022-05-04 00:00:00+00:00,31464.5703125
2022-05-05 00:00:00+00:00,29585.669921875
2022-05-06 00:00:00+00:00,29207.779296875
2022-05-07 00:00:00+00:00,28770.99609375
2022-05-08 00:00:00+00:00,27632.826171875
2022-05-09 00:00:00+00:00,24559.28515625
2022-05-10 00:00:00+00:00,25207.134765625
2022-05-11 00:00:00+00:00,23653.09765625
2022-05-12 00:00:00+00:00,23801.814453125
2022-05-13 00:00:00+00:00,23881.66015625
2022-05-14 00:00:00+00:00,24542.40625
2022-05-15 00:00:00+00:00,25539.556640625
2022-05-16 00:00:00+00:00,24229.0703125
2022-05-17 00:00:00+00:00,24365.57421875
2022-05-18 00:00:00+00:00,23265.861328125
2022-05-19 00:00:00+00:00,24323.130859375
2022-05-20 00:00:00+00:00,23375.017578125
2022-05-21 00:00:00+00:00,23567.47265625
2022-05-22 00:00:00+00:00,24252.791015625
2022-05-23 00:00:00+00:00,23155.107421875
2022-05-24 00:00:00+00:00,23645.64453125
2022-05-25 00:00:00+00:00,23488.064453125
2022-05-26 00:00:00+00:00,23195.97265625
2022-05-27 00:00:00+00:00,22667.943359375
2022-05-28 00:00:00+00:00,22816.271484375
2022-05-29 00:00:00+00:00,23324.3203125
2022-05-30 00:00:00+00:00,25088.564453125
