Date,High
2023-08-10 00:00:00+00:00,23640.439453125
2023-08-11 00:00:00+00:00,23246.859375
2023-08-12 00:00:00+00:00,23197.576171875
2023-08-13 00:00:00+00:00,23211.849609375
2023-08-14 00:00:00+00:00,23193.1953125
2023-08-15 00:00:00+00:00,23348.759765625
2023-08-16 00:00:00+00:00,23088.42578125
2023-08-17 00:00:00+00:00,23011.4296875
2023-08-18 00:00:00+00:00,22599.0
2023-08-19 00:00:00+00:00,21028.455078125
2023-08-20 00:00:00+00:00,20613.666015625
2023-08-21 00:00:00+00:00,20632.517578125
2023-08-22 00:00:00+00:00,20550.083984375
2023-08-23 00:00:00+00:00,20484.357421875
2023-08-24 00:00:00+00:00,21050.001953125
2023-08-25 00:00:00+00:00,20918.443359375
2023-08-26 00:00:00+00:00,20772.775390625
2023-08-27 00:00:00+00:00,20751.427734375
2023-08-28 00:00:00+00:00,20797.51953125
2023-08-29 00:00:00+00:00,20810.998046875
2023-08-30 00:00:00+00:00,22266.025390625
2023-08-31 00:00:00+00:00,21962.421875
2023-09-01 00:00:00+00:00,21662.2421875
2023-09-02 00:00:00+00:00,20610.072265625
2023-09-03 00:00:00+00:00,20630.9765625
2023-09-04 00:00:00+00:00,20725.484375
2023-09-05 00:00:00+00:00,20696.966796875
2023-09-06 00:00:00+00:00,20584.947265625
2023-09-07 00:00:00+00:00,20749.306640625
2023-09-08 00:00:00+00:00,21171.017578125
2023-09-09 00:00:00+00:00,21145.36328125
2023-09-10 00:00:00+00:00,20795.80078125
2023-09-11 00:00:00+00:00,20811.02734375
2023-09-12 00:00:00+00:00,20684.146484375
2023-09-13 00:00:00+00:00,21185.806640625
2023-09-14 00:00:00+00:00,21104.42578125
2023-09-15 00:00:00+00:00,21587.2265625
2023-09-16 00:00:00+00:00,21669.568359375
2023-09-17 00:00:00+00:00,21600.810546875
2023-09-18 00:00:00+00:00,21490.38671875
2023-09-19 00:00:00+00:00,22143.6484375
2023-09-20 00:00:00+00:00,22193.794921875
2023-09-21 00:00:00+00:00,22094.630859375
2023-09-22 00:00:00+00:00,22051.716796875
2023-09-23 00:00:00+00:00,21800.755859375
2023-09-24 00:00:00+00:00,21761.728515625
2023-09-25 00:00:00+00:00,21828.623046875
2023-09-26 00:00:00+00:00,21635.701171875
2023-09-27 00:00:00+00:00,21632.078125
