Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-04-09 00:00:00+00:00,1560.78271484375,1603.9058837890625,1553.1087646484375,1603.59619140625,29870841,0.0,0.0
2022-04-10 00:00:00+00:00,1603.6011962890625,1611.082763671875,1553.0626220703125,1553.0626220703125,32751865,0.0,0.0
2022-04-11 00:00:00+00:00,1552.47705078125,1562.257080078125,1387.1083984375,1393.97216796875,48310705,0.0,0.0
2022-04-12 00:00:00+00:00,1394.308837890625,1466.2747802734375,1390.3455810546875,1429.94580078125,37180345,0.0,0.0
2022-04-13 00:00:00+00:00,1429.562744140625,1488.5496826171875,1389.293212890625,1476.04931640625,54717655,0.0,0.0
2022-04-14 00:00:00+00:00,1475.8719482421875,1503.23681640625,1425.5892333984375,1455.59326171875,66201241,0.0,0.0
2022-04-15 00:00:00+00:00,1455.5074462890625,1525.2391357421875,1455.5074462890625,1492.254638671875,48424717,0.0,0.0
2022-04-16 00:00:00+00:00,1492.13623046875,1492.4349365234375,1436.562744140625,1448.0897216796875,33053375,0.0,0.0
2022-04-17 00:00:00+00:00,1448.02734375,1459.7210693359375,1374.2669677734375,1377.9468994140625,45979241,0.0,0.0
2022-04-18 00:00:00+00:00,1377.9033203125,1397.21142578125,1304.931640625,1398.0577392578125,43157638,0.0,0.0
2022-04-19 00:00:00+00:00,1398.112548828125,1441.1240234375,1398.01171875,1427.329833984375,51476062,0.0,0.0
2022-04-20 00:00:00+00:00,1427.443603515625,1462.71337890625,1368.1112060546875,1384.2154541015625,70192207,0.0,0.0
2022-04-21 00:00:00+00:00,1384.2034912109375,1431.173095703125,1309.6319580078125,1329.431640625,78105403,0.0,0.0
2022-04-22 00:00:00+00:00,1328.5357666015625,1403.61181640625,1320.4486083984375,1348.884521484375,60439751,0.0,0.0
2022-04-23 00:00:00+00:00,1348.7601318359375,1388.1363525390625,1341.1815185546875,1341.1815185546875,43328928,0.0,0.0
2022-04-24 00:00:00+00:00,1341.377685546875,1389.45166015625,1340.474609375,1352.4676513671875,46084683,0.0,0.0
2022-04-25 00:00:00+00:00,1352.4927978515625,1410.2437744140625,1302.0257568359375,1377.7811279296875,58633123,0.0,0.0
2022-04-26 00:00:00+00:00,1377.847412109375,1414.9658203125,1289.20654296875,1292.190185546875,60957745,0.0,0.0
2022-04-27 00:00:00+00:00,1292.5240478515625,1340.934814453125,1280.335693359375,1330.188720703125,61148316,0.0,0.0
2022-04-28 00:00:00+00:00,1330.272216796875,1346.6375732421875,1291.3726806640625,1317.309814453125,56766325,0.0,0.0
2022-04-29 00:00:00+00:00,1316.4783935546875,1321.687255859375,1215.0394287109375,1236.4266357421875,60909519,0.0,0.0
2022-04-30 00:00:00+00:00,1236.831298828125,1260.360595703125,1129.5404052734375,1155.147216796875,57846392,0.0,0.0
2022-05-01 00:00:00+00:00,1155.2872314453125,1206.0267333984375,1126.2791748046875,1155.998046875,57040295,0.0,0.0
2022-05-02 00:00:00+00:00,1155.702392578125,1197.6663818359375,1138.073974609375,1186.27880859375,48811510,0.0,0.0
2022-05-03 00:00:00+00:00,1185.951171875,1200.351318359375,1116.8707275390625,1121.791748046875,49448803,0.0,0.0
2022-05-04 00:00:00+00:00,1121.7000732421875,1195.9931640625,1120.2625732421875,1185.7220458984375,58005317,0.0,0.0
2022-05-05 00:00:00+00:00,1185.69775390625,1216.5596923828125,1105.46826171875,1114.6895751953125,61422077,0.0,0.0
2022-05-06 00:00:00+00:00,1114.5230712890625,1131.2818603515625,1069.28369140625,1084.893310546875,54538096,0.0,0.0
2022-05-07 00:00:00+00:00,1084.8250732421875,1090.6622314453125,1010.1179809570312,1026.18359375,47489298,0.0,0.0
2022-05-08 00:00:00+00:00,1026.099609375,1033.52685546875,957.9515991210938,968.500732421875,59801549,0.0,0.0
2022-05-09 00:00:00+00:00,968.74658203125,986.7368774414062,840.708984375,865.2352905273438,111140980,0.0,0.0
2022-05-10 00:00:00+00:00,862.4722290039062,1015.39697265625,840.4623413085938,991.014404296875,159554902,0.0,0.0
2022-05-11 00:00:00+00:00,990.9561767578125,1597.612548828125,899.57177734375,918.7566528320312,613909952,0.0,0.0
2022-05-12 00:00:00+00:00,918.9369506835938,1095.2845458984375,807.77880859375,1095.2845458984375,266914505,0.0,0.0
2022-05-13 00:00:00+00:00,1095.28125,1430.916748046875,1093.91552734375,1127.8883056640625,271459302,0.0,0.0
2022-05-14 00:00:00+00:00,1127.637451171875,1320.8779296875,1119.6170654296875,1283.3675537109375,230760468,0.0,0.0
2022-05-15 00:00:00+00:00,1282.8721923828125,1342.96826171875,1203.5078125,1278.6893310546875,175530885,0.0,0.0
2022-05-16 00:00:00+00:00,1279.9002685546875,1297.700439453125,1200.787353515625,1238.8468017578125,140583543,0.0,0.0
2022-05-17 00:00:00+00:00,1239.056640625,1366.93115234375,1201.4534912109375,1263.1719970703125,153538727,0.0,0.0
2022-05-18 00:00:00+00:00,1263.0108642578125,1276.5159912109375,1150.29736328125,1159.03173828125,117239647,0.0,0.0
2022-05-19 00:00:00+00:00,1159.129150390625,1162.8929443359375,1111.5157470703125,1152.061279296875,133005362,0.0,0.0
2022-05-20 00:00:00+00:00,1152.090087890625,1172.9825439453125,1100.1402587890625,1118.427490234375,109127426,0.0,0.0
2022-05-21 00:00:00+00:00,1118.439208984375,1139.5377197265625,1094.7388916015625,1120.0205078125,91069683,0.0,0.0
2022-05-22 00:00:00+00:00,1120.1226806640625,1148.5921630859375,1111.081298828125,1148.397705078125,82556425,0.0,0.0
2022-05-23 00:00:00+00:00,1147.9547119140625,1151.595947265625,1029.6163330078125,1038.118896484375,86633813,0.0,0.0
2022-05-24 00:00:00+00:00,1038.0203857421875,1053.7685546875,999.4803466796875,1029.7796630859375,91615744,0.0,0.0
2022-05-25 00:00:00+00:00,1029.7955322265625,1051.8822021484375,999.56201171875,1001.9559936523438,94324864,0.0,0.0
2022-05-26 00:00:00+00:00,1002.0144653320312,1022.5264282226562,904.803466796875,919.4765014648438,89240014,0.0,0.0
2022-05-27 00:00:00+00:00,918.8587646484375,953.6381225585938,877.6845092773438,885.5750732421875,98489462,0.0,0.0
2022-05-28 00:00:00+00:00,885.3947143554688,912.2835083007812,885.3947143554688,909.5462036132812,98050691,0.0,0.0
2022-05-29 00:00:00+00:00,962.802978515625,967.0420532226562,932.5237426757812,945.10400390625,79430321,0.0,0.0
2022-05-30 00:00:00+00:00,945.198486328125,1089.1536865234375,941.6549072265625,1082.18408203125,125138590,0.0,0.0
2022-05-31 00:00:00+00:00,1082.1114501953125,1088.2357177734375,1033.149658203125,1045.7635498046875,113536530,0.0,0.0
2022-06-01 00:00:00+00:00,1045.85400390625,1054.90625,944.9238891601562,968.5733642578125,83659107,0.0,0.0
2022-06-02 00:00:00+00:00,968.4185180664062,982.9913940429688,939.189208984375,957.74755859375,81767809,0.0,0.0
2022-06-03 00:00:00+00:00,957.7033081054688,959.6588134765625,897.6716918945312,916.4677124023438,60883649,0.0,0.0
2022-06-04 00:00:00+00:00,916.767333984375,954.7181396484375,900.7396240234375,937.585693359375,60669309,0.0,0.0
2022-06-05 00:00:00+00:00,937.6314697265625,963.455322265625,923.1134643554688,944.6535034179688,67066087,0.0,0.0
2022-06-06 00:00:00+00:00,944.7774658203125,979.566650390625,939.99169921875,966.5960083007812,67590620,0.0,0.0
2022-06-07 00:00:00+00:00,966.6455078125,966.8797607421875,898.33447265625,920.8351440429688,54976858,0.0,0.0
2022-06-08 00:00:00+00:00,920.7216796875,933.4450073242188,900.7384643554688,921.6423950195312,46743689,0.0,0.0
2022-06-09 00:00:00+00:00,921.6351928710938,935.8939819335938,901.9027709960938,907.7173461914062,42356820,0.0,0.0
2022-06-10 00:00:00+00:00,907.665771484375,911.5380859375,849.72412109375,849.8073120117188,65706411,0.0,0.0
2022-06-11 00:00:00+00:00,849.7205810546875,867.3733520507812,780.6361694335938,801.8681640625,67624506,0.0,0.0
2022-06-12 00:00:00+00:00,801.9844970703125,807.5877685546875,736.2196044921875,748.5025634765625,64295969,0.0,0.0
2022-06-13 00:00:00+00:00,748.585693359375,748.585693359375,596.43212890625,624.8114624023438,128767831,0.0,0.0
2022-06-14 00:00:00+00:00,624.7930908203125,668.3733520507812,574.5386352539062,658.5200805664062,82358740,0.0,0.0
2022-06-15 00:00:00+00:00,658.4359130859375,679.2662963867188,568.3229370117188,679.2662963867188,99177695,0.0,0.0
2022-06-16 00:00:00+00:00,679.2578125,683.6976318359375,585.8375244140625,593.3198852539062,53586608,0.0,0.0
2022-06-17 00:00:00+00:00,593.4878540039062,635.0138549804688,591.8169555664062,630.6348266601562,41858041,0.0,0.0
2022-06-18 00:00:00+00:00,630.4200439453125,639.0860595703125,542.307861328125,600.22119140625,54098367,0.0,0.0
2022-06-19 00:00:00+00:00,600.22216796875,742.0818481445312,580.3712158203125,736.727294921875,85962367,0.0,0.0
2022-06-20 00:00:00+00:00,736.8682861328125,772.8949584960938,707.9225463867188,736.0994873046875,90299454,0.0,0.0
2022-06-21 00:00:00+00:00,736.1305541992188,780.5761108398438,723.051513671875,748.7846069335938,84160507,0.0,0.0
2022-06-22 00:00:00+00:00,748.9140625,768.6109008789062,719.0635375976562,723.6041259765625,84044320,0.0,0.0
2022-06-23 00:00:00+00:00,723.414794921875,798.8735961914062,723.414794921875,796.84765625,99662245,0.0,0.0
2022-06-24 00:00:00+00:00,796.8309326171875,878.8739624023438,787.7326049804688,863.507568359375,146241280,0.0,0.0
2022-06-25 00:00:00+00:00,863.537841796875,881.936767578125,817.994384765625,847.3252563476562,121411750,0.0,0.0
2022-06-26 00:00:00+00:00,846.9110107421875,890.4486083984375,815.1272583007812,815.1272583007812,128084598,0.0,0.0
2022-06-27 00:00:00+00:00,815.583984375,867.5897216796875,812.0943603515625,817.9891357421875,97890700,0.0,0.0
2022-06-28 00:00:00+00:00,817.7943115234375,837.7288818359375,775.3883056640625,776.6683349609375,119799387,0.0,0.0
2022-06-29 00:00:00+00:00,776.6763916015625,793.9266357421875,745.1049194335938,751.285400390625,152827507,0.0,0.0
2022-06-30 00:00:00+00:00,751.2138671875,757.080078125,695.7909545898438,741.517822265625,109143499,0.0,0.0
2022-07-01 00:00:00+00:00,742.2882080078125,759.3325805664062,719.621337890625,735.4301147460938,125330475,0.0,0.0
2022-07-02 00:00:00+00:00,735.6590576171875,757.4024047851562,721.2899169921875,750.322265625,82452121,0.0,0.0
2022-07-03 00:00:00+00:00,750.3568725585938,753.8258666992188,725.744873046875,745.7213134765625,68466335,0.0,0.0
2022-07-04 00:00:00+00:00,745.7364501953125,779.463623046875,729.3198852539062,778.4232177734375,86980702,0.0,0.0
2022-07-05 00:00:00+00:00,778.1015014648438,802.0764770507812,752.9651489257812,780.7916259765625,104781688,0.0,0.0
2022-07-06 00:00:00+00:00,781.0933837890625,843.1062622070312,768.6177368164062,835.2232055664062,129707160,0.0,0.0
2022-07-07 00:00:00+00:00,835.1688232421875,845.7362670898438,810.6310424804688,821.3327026367188,111910298,0.0,0.0
2022-07-08 00:00:00+00:00,821.2243041992188,835.483154296875,797.7997436523438,803.0191040039062,111875885,0.0,0.0
2022-07-09 00:00:00+00:00,802.615478515625,838.485595703125,802.09228515625,829.6434936523438,79344517,0.0,0.0
2022-07-10 00:00:00+00:00,829.6024780273438,829.6024780273438,779.639892578125,784.0230712890625,107844826,0.0,0.0
2022-07-11 00:00:00+00:00,783.9223022460938,783.96337890625,729.6581420898438,730.6273803710938,99121411,0.0,0.0
2022-07-12 00:00:00+00:00,730.599365234375,740.3336181640625,699.8831787109375,699.8831787109375,92314263,0.0,0.0
2022-07-13 00:00:00+00:00,699.589111328125,722.142333984375,677.0433959960938,719.1397094726562,133454429,0.0,0.0
