Date,Low
2023-03-31 00:00:00+00:00,22385.359375
2023-04-01 00:00:00+00:00,22306.205078125
2023-04-02 00:00:00+00:00,22921.982421875
2023-04-03 00:00:00+00:00,22638.25390625
2023-04-04 00:00:00+00:00,21967.66015625
2023-04-05 00:00:00+00:00,22293.58203125
2023-04-06 00:00:00+00:00,22335.48828125
2023-04-07 00:00:00+00:00,22262.9609375
2023-04-08 00:00:00+00:00,22341.314453125
2023-04-09 00:00:00+00:00,22448.580078125
2023-04-10 00:00:00+00:00,22404.376953125
2023-04-11 00:00:00+00:00,22814.986328125
2023-04-12 00:00:00+00:00,23882.56640625
2023-04-13 00:00:00+00:00,23861.07421875
2023-04-14 00:00:00+00:00,23932.955078125
2023-04-15 00:00:00+00:00,24216.345703125
2023-04-16 00:00:00+00:00,24346.6953125
2023-04-17 00:00:00+00:00,24275.818359375
2023-04-18 00:00:00+00:00,23681.55078125
2023-04-19 00:00:00+00:00,23563.26953125
2023-04-20 00:00:00+00:00,23066.939453125
2023-04-21 00:00:00+00:00,22553.11328125
2023-04-22 00:00:00+00:00,21854.677734375
2023-04-23 00:00:00+00:00,21849.279296875
2023-04-24 00:00:00+00:00,22034.83984375
2023-04-25 00:00:00+00:00,21711.904296875
2023-04-26 00:00:00+00:00,21826.1484375
2023-04-27 00:00:00+00:00,21926.830078125
2023-04-28 00:00:00+00:00,22774.76953125
2023-04-29 00:00:00+00:00,23127.833984375
2023-04-30 00:00:00+00:00,23132.556640625
2023-05-01 00:00:00+00:00,23153.216796875
2023-05-02 00:00:00+00:00,22151.25
2023-05-03 00:00:00+00:00,22334.35546875
2023-05-04 00:00:00+00:00,22474.208984375
2023-05-05 00:00:00+00:00,22815.578125
2023-05-06 00:00:00+00:00,22930.21875
2023-05-07 00:00:00+00:00,22524.703125
2023-05-08 00:00:00+00:00,22517.03125
2023-05-09 00:00:00+00:00,21645.931640625
2023-05-10 00:00:00+00:00,21708.578125
2023-05-11 00:00:00+00:00,21303.6953125
2023-05-12 00:00:00+00:00,21413.330078125
2023-05-13 00:00:00+00:00,20789.306640625
2023-05-14 00:00:00+00:00,21457.966796875
2023-05-15 00:00:00+00:00,21398.404296875
2023-05-16 00:00:00+00:00,21502.677734375
2023-05-17 00:00:00+00:00,21460.876953125
2023-05-18 00:00:00+00:00,21374.25390625
2023-05-19 00:00:00+00:00,21304.703125
2023-05-20 00:00:00+00:00,21419.123046875
2023-05-21 00:00:00+00:00,21566.935546875
2023-05-22 00:00:00+00:00,21447.046875
2023-05-23 00:00:00+00:00,21308.046875
2023-05-24 00:00:00+00:00,21564.60546875
2023-05-25 00:00:00+00:00,21118.470703125
2023-05-26 00:00:00+00:00,20962.888671875
2023-05-27 00:00:00+00:00,21360.78125
2023-05-28 00:00:00+00:00,21562.56640625
2023-05-29 00:00:00+00:00,21709.666015625
2023-05-30 00:00:00+00:00,22297.275390625
2023-05-31 00:00:00+00:00,22237.712890625
2023-06-01 00:00:00+00:00,21692.96875
